algorithm,compound,ThreeTen_Helix,A_Helix,Pi_Helix,Bend,B_Bridge,B_Strand,Turn,3-Helical Turn,Alpha-Helix,B_Strand,Beta-Turn,Irregular Beta Strand,Left-handed Turn,Other Tight Turn,Unclassified,3-10 helix,Alpha-helix,Beta-bulge,Beta-cap,Beta-strand,Ext. beta-strand,Gamma-turn,Hairpin,Helix-cap,Left turn 2,Left-handed helix,Pi-helix,Polyproline-helix,Schellman turn,Turn 1,Turn 2,Turn 8,Turn-cap,Unclassified,RMSD,SASA_polar,SASA_nonpolar,Rgyr,NOE_repl_merged,Hbond_native_bb,Hbond_bb,Hbond_native_bb_0.25_120,Hbond_bb_0.25_120,Energy,Jvalue
45A4,1fl0,7,6,0,25,7,52,21,6,17,47,3,12,1,14,62,3,9,2,31,15,1,8,3,7,1,1,1,10,3,2,2,2,2,62,0.170244272,54.04347285,11.18864784,1.520245502,,45,61,49,70,-215.3948743,
45A4,1fl0,4,8,0,20,5,54,26,6,18,50,3,13,1,10,60,3,11,2,33,17,1,6,3,6,1,1,1,11,2,2,2,2,2,60,0.184328406,54.0750326,11.63603274,1.543996219,,46,65,50,74,-215.408469,
45A4,1fl0,3,8,0,26,8,47,23,5,20,45,3,12,1,12,64,2,12,2,30,14,1,6,3,8,1,1,1,10,3,2,2,2,2,64,0.200081046,54.89372686,10.85689666,1.526065264,,45,60,48,70,-215.4200062,
45A4,1it5,3,76,0,13,0,0,5,4,68,7,1,4,1,2,33,2,65,2,5,2,1,2,1,2,1,1,1,3,1,1,1,1,2,33,0.247985606,37.92626021,15.1358501,1.455443427,,47,63,52,70,-195.3926045,
45A4,1it5,5,74,0,14,0,0,6,5,67,6,2,3,1,2,34,3,63,1,4,2,1,2,1,3,1,1,1,3,1,2,1,1,2,34,0.308189604,37.8323006,15.12636265,1.474319359,,45,60,49,67,-195.3814792,
45A4,1it5,2,76,0,15,0,0,4,4,69,7,2,3,1,3,32,2,65,2,4,2,1,2,1,3,1,1,1,3,1,1,1,1,2,32,0.23730199,38.22005511,15.35561351,1.44931348,,47,61,52,67,-195.3700116,
45A4,1mjc,3,0,0,11,3,30,8,2,7,24,1,3,1,4,26,1,3,1,12,11,2,3,1,3,1,0,1,3,2,1,1,1,1,26,0.15865247,25.19030547,7.422224243,1.071199621,,23,28,24,32,-288.3179452,
45A4,1mjc,3,4,0,12,3,28,10,2,8,24,1,4,1,4,24,1,4,1,11,11,2,2,1,5,1,0,1,3,2,1,1,1,1,24,0.13085943,26.08203116,7.421202146,1.081771612,,23,28,25,31,-288.305895,
45A4,1mjc,3,4,0,12,2,30,11,1,7,24,2,4,1,3,26,1,3,1,11,12,2,2,1,4,1,0,1,3,2,1,1,1,1,26,0.139464436,26.16292552,6.490300668,1.068818893,,23,28,25,30,-288.3265829,
45A4,1mvg,1,16,1,11,1,66,13,2,15,40,2,5,1,10,48,1,13,1,18,22,1,7,2,1,1,1,1,4,2,1,2,1,1,48,0.202148984,43.95170038,8.657584871,1.366873154,0.003,45,65,51,74,-222.9673855,1.6
45A4,1mvg,2,16,0,11,2,64,12,2,16,40,2,5,1,11,47,1,14,1,19,21,1,8,2,2,1,1,1,5,2,1,1,1,1,47,0.180131328,42.52126731,9.902216145,1.376192038,,44,63,52,71,-222.9442411,
45A4,1mvg,2,16,2,10,2,68,13,2,16,41,2,4,1,10,47,1,14,1,18,24,1,8,2,2,1,1,1,3,1,1,2,1,1,47,0.19980301,43.176355,8.33582803,1.364949144,,47,65,53,73,-222.9329975,
45A4,1ng6,3,111,1,5,0,0,11,6,102,5,1,3,0,4,25,3,97,1,4,1,1,2,1,5,0,0,1,2,2,2,1,1,2,25,0.124961368,59.49446704,14.39906925,1.882074738,,82,91,88,101,-288.1308643,
45A4,1ng6,4,108,1,7,0,0,11,7,100,4,1,2,1,3,29,4,95,1,3,2,1,2,1,5,0,1,1,1,1,2,1,1,2,29,0.269009122,57.91842201,13.97213214,1.808694143,,80,89,85,99,-288.114479,
45A4,1ng6,3,112,1,7,0,0,10,6,102,4,1,2,1,3,30,3,97,1,3,1,1,2,1,4,1,1,1,1,1,2,1,1,2,30,0.225343312,57.42687923,14.28092038,1.855384873,,80,91,85,100,-288.1441862,
45A4,1pgb,2,15,1,6,2,23,5,2,17,17,1,1,0,2,15,1,14,1,4,13,2,1,1,2,0,0,1,1,1,1,0,1,1,15,0.093654844,23.45465708,6.625707235,1.049897281,,27,28,28,31,-275.9173072,
45A4,1pgb,2,15,1,5,2,22,5,2,17,17,1,1,0,2,15,1,14,1,4,12,2,2,1,3,0,0,1,1,1,1,0,1,1,15,0.085608606,23.50316635,6.493482743,1.050475427,,26,28,27,30,-275.9436163,
45A4,1pgb,3,13,3,5,2,23,6,2,16,16,1,1,0,2,17,1,13,1,4,12,1,2,1,2,0,0,1,1,1,1,0,1,1,17,0.131424664,23.82083275,6.481044305,1.051398508,,25,27,27,30,-275.9133657,
45A4,1qk8,3,34,2,26,3,30,15,4,41,25,2,7,1,8,53,2,32,3,15,10,1,6,2,8,1,0,2,4,2,2,1,2,2,53,0.223534236,47.43131218,9.70543567,1.417001701,,41,54,45,63,-194.0201292,
45A4,1qk8,5,29,5,25,3,28,19,6,40,27,2,5,1,5,55,2,30,2,15,11,1,4,1,8,1,1,2,3,1,2,1,2,3,55,0.223090266,48.07882736,9.958862891,1.421722465,,44,55,47,63,-194.0294624,
45A4,1qk8,3,38,4,23,2,29,17,6,46,21,2,5,1,7,52,2,37,2,13,8,1,6,1,8,1,0,2,4,1,2,1,2,3,52,0.226331622,46.40592634,9.201045762,1.399363831,,41,57,45,66,-194.0418,
45A4,1qqv,4,25,2,12,1,2,8,3,28,4,1,5,1,3,21,2,22,1,3,1,1,1,1,5,1,1,1,4,1,1,1,1,1,21,0.415451926,28.19277902,8.577906907,1.148294068,0.017,9,25,13,29,-318.7473885,2
45A4,1qqv,3,29,2,14,1,2,6,3,31,5,1,4,0,3,19,2,25,1,4,1,1,1,1,5,0,0,1,3,1,1,1,1,1,19,0.26230519,25.8879241,9.288285412,1.132672279,,10,25,14,29,-318.6882634,
45A4,1qqv,4,27,2,12,0,4,7,3,29,5,1,4,1,1,21,2,23,1,4,1,1,1,1,5,1,1,2,4,1,1,1,1,1,21,0.378993888,24.70831741,9.557784964,1.10372119,,10,24,13,27,-318.7856793,
45A4,1shg,3,0,0,7,3,22,6,2,5,22,1,3,1,2,19,1,2,1,13,9,1,2,1,3,1,0,1,2,1,1,1,1,1,19,0.105712912,24.94678194,6.637673555,1.046874389,,20,21,21,24,-294.4801628,
45A4,1shg,3,0,0,7,3,22,6,2,5,22,1,3,1,2,20,1,2,2,13,9,1,2,1,3,1,0,1,2,1,1,1,1,1,20,0.130267742,24.81945178,7.020675002,1.051296626,,21,22,22,25,-294.4571277,
45A4,1shg,3,0,0,7,4,23,6,1,5,24,1,2,1,2,20,1,2,1,12,11,1,2,1,3,1,0,1,2,1,1,1,1,1,20,0.088059396,25.6794555,6.725292996,1.04699502,,21,23,23,26,-294.4630319,
45A4,1t2i,3,11,0,19,2,22,12,2,14,23,3,8,1,5,39,1,11,2,15,7,1,4,1,3,1,0,1,7,1,1,1,2,1,39,0.182478246,30.69677085,11.95112929,1.272050364,,23,31,26,36,-261.7204396,
45A4,1t2i,3,11,2,20,2,21,13,2,16,21,2,8,1,5,39,1,12,1,13,8,1,4,1,4,1,0,1,7,1,1,1,1,1,39,0.15992852,31.51509736,10.82357291,1.254232653,,24,31,27,36,-261.7105587,
45A4,1t2i,3,11,1,19,2,21,11,3,14,21,2,8,1,6,40,1,11,2,13,8,1,5,1,3,1,1,1,7,1,1,2,1,2,40,0.147500214,29.97969715,11.38594099,1.271765527,,22,30,25,35,-261.6849083,
45A4,1tua,2,95,2,21,2,31,13,4,93,28,1,3,1,7,50,3,81,2,11,17,1,3,2,10,1,1,2,2,3,2,1,1,1,50,0.244426222,64.744555,18.5775969,1.868576303,,85,100,90,110,-278.233048,
45A4,1tua,6,93,3,18,2,31,12,7,87,27,2,4,1,7,52,4,78,1,13,14,1,3,2,7,1,1,3,3,3,2,1,1,2,52,0.23333333,65.40574699,18.42883979,1.883053679,,85,99,91,110,-278.2570262,
45A4,1tua,5,89,3,18,2,30,15,7,84,28,2,3,1,7,53,4,74,1,12,16,1,3,2,8,1,1,3,3,3,2,1,1,2,53,0.44392206,64.22637329,17.8701618,1.863224847,,78,94,83,105,-278.2704283,
45A4,1tvq,1,14,1,13,1,67,9,2,15,45,2,4,1,7,48,1,12,2,21,24,1,6,1,3,1,1,1,3,1,1,1,1,1,48,0.290727532,44.32699836,9.05983844,1.38764179,0.003,54,62,60,70,-232.8252664,1.6
45A4,1tvq,2,13,0,13,1,69,11,2,14,44,2,4,1,7,48,1,11,2,19,24,1,5,1,3,1,1,1,3,1,1,1,2,1,48,0.258210322,42.95567963,9.37565484,1.373277263,,56,62,60,69,-232.8525901,
45A4,1tvq,2,16,1,11,2,67,11,2,17,40,2,5,1,12,44,1,14,1,17,22,1,9,2,3,1,1,1,4,2,1,1,1,1,44,0.1812531,44.48914851,9.026163421,1.379475606,,55,63,61,71,-232.8356152,
45A4,1ubi,3,10,0,12,3,20,8,2,19,18,1,3,1,5,25,2,12,1,10,9,1,3,2,6,1,1,1,3,1,1,1,1,1,25,0.197301508,31.26973722,5.465941862,1.168351728,0.068,22,28,25,32,-308.263904,1.8
45A4,1ubi,3,10,0,10,3,23,13,3,16,16,1,3,1,4,30,2,12,1,9,7,1,3,1,5,1,1,1,3,1,1,1,1,1,30,0.135212678,32.07287679,5.421062109,1.157981979,,26,32,29,37,-308.2817231,
45A4,1ubi,3,10,0,9,3,22,13,3,17,19,1,4,1,5,25,2,12,1,11,8,1,3,1,5,1,1,1,3,2,1,1,1,1,25,0.145642262,32.22953285,5.531087721,1.167699289,,25,31,29,36,-308.2912196,
45A4,1ucs,5,4,0,10,6,9,10,3,10,18,3,7,0,3,17,2,6,1,14,4,1,2,1,3,0,0,1,7,1,1,2,2,1,17,0.082449216,22.11535356,9.337978103,1.057118568,,19,23,22,26,-311.8646866,
45A4,1ucs,5,4,0,9,5,10,9,3,9,16,3,9,0,5,17,2,6,1,13,3,1,3,1,3,0,0,1,8,2,1,2,1,1,17,0.117845566,22.19964085,9.718218509,1.061816631,,19,23,22,27,-311.81452,
45A4,1ucs,6,4,0,9,6,9,9,3,10,17,3,8,0,4,16,2,6,1,13,4,1,3,1,4,0,0,1,7,1,1,2,2,1,16,0.078801254,22.1669101,9.370781513,1.055584847,,20,24,23,27,-311.8690905,
45A4,1ulr,2,23,1,10,2,32,2,2,23,17,1,2,1,5,37,1,21,1,5,11,1,3,1,2,1,1,1,1,1,1,1,1,1,37,0.21227713,28.78637696,11.99143467,1.215586658,,37,45,40,50,-280.7587946,
45A4,1ulr,1,22,1,10,1,30,7,2,22,17,1,2,1,6,36,1,19,1,5,11,1,4,2,3,1,0,1,2,2,1,1,1,1,36,0.130974982,29.57851126,10.81245701,1.196399457,,38,46,41,51,-280.7685786,
45A4,1ulr,1,25,1,8,1,31,5,2,25,19,1,2,1,4,33,1,22,1,5,13,1,2,2,3,1,0,1,1,2,1,1,1,1,33,0.104120304,29.55839793,10.55599151,1.196504656,,40,46,42,50,-280.8369486,
45A4,1uxz,3,4,0,25,4,65,6,2,7,49,2,5,1,8,56,1,1,2,20,28,2,5,2,5,1,1,1,3,2,1,1,1,1,56,0.1294014,38.26009797,8.515996762,1.342839685,,49,55,53,62,-191.6900544,
45A4,1uxz,3,4,0,23,5,66,6,1,3,45,2,6,1,8,63,1,1,2,17,27,2,5,2,3,1,1,1,5,2,1,1,1,1,63,0.18979421,37.15098478,8.792475563,1.342040253,,44,55,47,62,-191.7358341,
45A4,1uxz,3,4,5,20,5,63,10,2,4,43,2,5,1,8,64,1,2,2,21,22,2,7,1,3,1,1,1,4,1,1,1,1,1,64,0.18661377,38.14988367,7.922780398,1.34618038,,42,53,45,61,-191.6904491,
45A4,1yu5,4,27,2,12,1,2,6,3,29,5,1,5,1,2,20,2,22,1,4,2,1,1,1,5,1,0,2,5,1,1,1,1,1,20,0.24001777,28.64202527,8.892733415,1.194253692,,16,24,18,27,-305.4035794,1.8
45A4,1yu5,3,30,2,11,1,2,5,3,30,5,1,4,1,2,19,2,24,1,4,2,1,1,1,5,1,1,1,3,1,1,1,1,1,19,0.215395716,27.96266777,9.77919875,1.187755577,,16,24,18,27,-305.4718713,
45A4,1yu5,3,29,1,11,0,4,5,3,28,6,1,4,0,3,19,2,23,1,5,2,1,2,1,5,0,0,1,4,1,1,1,1,1,19,0.258289606,26.02987065,9.982029521,1.157809382,,17,24,19,27,-305.4596861,
45A4,1zlm,3,0,0,8,4,21,5,2,6,24,1,3,1,2,19,1,2,2,13,10,1,2,1,3,1,1,1,2,1,1,1,1,1,19,0.089068066,24.76344725,7.560356441,1.044256153,,22,24,23,26,-290.0749656,
45A4,1zlm,3,0,0,8,4,21,6,2,6,23,1,3,1,2,19,1,2,2,12,10,1,2,1,4,0,1,1,2,1,1,1,1,1,19,0.094072258,24.78171655,6.8353371,1.036241494,,21,23,23,25,-290.1339282,
45A4,1zlm,3,0,0,8,4,22,5,2,6,23,1,3,1,3,19,1,2,2,12,10,1,2,1,4,0,1,1,2,1,1,1,1,1,19,0.085064688,24.96874252,7.369980704,1.046584042,,22,24,24,26,-290.1200549,
45A4,1zvg,1,10,0,14,3,13,7,2,12,18,1,5,1,4,21,1,9,1,12,5,2,2,1,3,1,0,1,4,2,1,1,1,1,21,0.101840926,25.70448867,8.343960625,1.106423549,,17,20,19,23,-298.9040506,
45A4,1zvg,1,10,1,17,5,13,4,1,12,18,1,3,1,3,26,1,8,1,12,5,2,1,2,3,1,0,1,3,2,1,1,1,1,26,0.110524112,25.16750227,8.389191362,1.102352241,,16,24,17,27,-298.8945247,
45A4,1zvg,1,10,0,11,4,18,8,2,12,19,1,2,1,4,22,1,9,1,11,7,2,2,2,3,1,0,1,2,2,1,1,1,1,22,0.156346758,24.38208488,7.300870395,1.078293116,,17,24,19,27,-298.9314607,
45A4,2cwr,3,0,0,13,2,54,6,2,2,35,2,4,1,7,43,1,1,2,14,19,2,6,2,2,1,1,1,3,1,1,1,1,1,43,0.111061402,31.81692953,10.11273802,1.283919015,0.013,39,43,42,48,-242.2245282,
45A4,2cwr,3,4,0,14,2,53,6,2,2,36,1,4,1,7,43,1,1,1,14,20,2,6,2,2,1,1,1,3,1,1,1,1,1,43,0.114652592,32.22205758,9.728135733,1.283658644,,39,42,41,48,-242.2268053,
45A4,2cwr,3,4,0,14,3,52,7,1,2,34,2,5,1,8,43,1,1,1,14,18,2,6,2,2,1,1,1,4,1,1,1,1,1,43,0.122914552,31.50116788,10.69637927,1.281122496,,38,42,41,48,-242.2290267,
45A4,2czn,3,0,0,16,2,55,7,1,3,38,2,5,1,7,45,1,1,2,15,22,2,4,2,3,1,1,1,3,1,1,1,1,1,45,0.18213616,32.50638398,11.28229425,1.295896904,,25,43,36,48,-255.0391101,
45A4,2czn,3,0,0,18,2,51,6,1,3,36,2,6,1,7,47,1,1,2,14,19,2,5,2,3,1,1,1,5,1,1,1,1,1,47,0.219688028,32.40538256,11.50468077,1.325539943,,27,41,37,46,-255.0129886,
45A4,2czn,3,0,0,15,2,53,7,1,2,39,2,5,1,7,45,1,1,2,18,19,2,5,2,2,1,1,1,4,1,1,1,1,1,45,0.226871918,34.35214711,9.994543976,1.332925957,,27,42,37,48,-255.0176839,
45A4,2gb1,2,15,1,5,2,21,5,2,17,14,1,1,0,3,17,1,14,1,3,11,1,2,2,2,0,0,1,1,1,1,0,1,1,17,0.155731946,23.32386338,6.636730836,1.042873232,,17,29,20,31,-286.7757937,
45A4,2gb1,3,14,2,5,2,23,5,2,16,16,1,1,0,3,16,1,14,1,4,11,1,2,1,2,0,0,1,1,1,1,0,1,1,16,0.141331304,23.75947552,6.428810681,1.050201063,,17,27,19,30,-286.7523395,
45A4,2gb1,3,14,2,6,2,23,5,2,17,16,1,1,1,3,15,1,14,1,4,11,1,1,1,2,1,0,1,1,1,1,0,1,1,15,0.204107996,25.11323415,5.811276344,1.064694483,,17,28,19,30,-286.8036317,
45A4,2gkt,3,10,0,8,3,7,6,2,10,11,2,2,1,2,21,1,8,1,7,4,1,2,1,2,0,1,1,2,1,1,1,1,1,21,0.14428255,20.72523112,8.36134361,1.023569207,,13,18,14,20,-305.7568159,
45A4,2gkt,3,10,0,7,3,8,6,2,11,12,2,2,1,2,19,1,8,1,8,3,1,2,1,3,0,1,1,1,1,1,1,1,1,19,0.11150503,19.66801948,8.25566322,1.021492183,,14,18,15,21,-305.8386826,
45A4,2gkt,2,8,0,7,4,6,4,2,9,9,1,2,1,2,25,1,7,1,6,3,1,2,1,2,1,0,1,1,1,1,1,1,1,25,0.244905132,20.43957714,8.440065036,1.049194627,,11,16,12,19,-305.7064382,
45A4,2ovn,2,7,5,1,0,0,2,1,6,1,1,1,0,1,7,1,5,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,7,0.29023972,10.22138961,6.26606845,0.788927763,0.038,2,7,2,8,-792.6921974,1.7
45A4,2ovn,1,9,1,2,0,0,1,1,8,1,1,1,0,1,5,1,7,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,5,0.338652786,10.59171287,4.981038244,0.72300967,,4,6,4,7,-792.7327586,
45A4,2ovn,2,7,4,1,0,0,2,1,6,2,1,1,1,1,6,1,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,0.362609034,10.68919791,6.320752711,0.810283218,,3,6,3,7,-792.6624805,
45A4,2pne,3,0,0,11,5,3,4,1,1,30,1,21,0,2,24,1,1,1,27,3,1,2,1,1,0,0,1,21,1,1,1,0,1,24,0.235291962,23.55994147,10.55662983,1.365142196,,28,30,30,33,-285.215866,
45A4,2pne,3,0,0,10,7,2,6,1,1,30,1,22,1,2,23,1,1,1,26,3,1,2,1,1,1,1,1,22,1,1,1,0,1,23,0.192412944,24.48978559,10.1262747,1.368078897,,29,31,31,34,-285.1483512,
45A4,2pne,3,0,0,11,7,3,5,1,1,29,1,21,1,3,23,1,1,1,25,4,1,2,1,1,1,0,1,21,1,1,1,1,1,23,0.205041082,24.01643724,10.68940084,1.363485842,,27,29,29,32,-285.1349464,
45A4,2ppo,2,12,2,14,5,34,13,2,12,30,2,4,1,7,48,1,9,2,16,13,1,5,1,3,1,1,1,3,1,1,2,1,1,48,0.128157208,40.47522783,7.937423045,1.335714433,,39,45,42,53,-247.0696072,
45A4,2ppo,1,13,1,17,4,35,11,1,9,27,2,8,1,7,49,1,8,1,14,12,1,6,1,1,1,1,1,8,1,1,2,1,1,49,0.189781514,38.7716204,8.476936102,1.324716889,,33,45,37,53,-247.1330943,
45A4,2ppo,2,12,1,12,5,34,14,2,11,29,2,5,1,8,48,1,8,2,17,12,1,6,2,2,1,1,1,4,1,1,2,1,1,48,0.176814966,38.67989388,6.570617081,1.273650169,,37,47,41,56,-247.03763,
45A4,3ci2,3,11,0,11,5,11,5,2,15,16,1,4,0,3,21,1,10,1,10,6,1,2,1,4,0,0,1,3,1,1,1,1,1,21,0.125627876,24.67527527,9.770443947,1.098961017,0.011,15,24,18,28,-247.8743791,1.7
45A4,3ci2,3,11,0,9,5,12,8,2,15,12,1,4,1,2,24,1,10,1,8,4,1,2,1,4,1,0,2,3,1,1,1,1,1,24,0.10288044,23.48680174,9.573658441,1.085615673,,15,24,17,28,-247.8381886,
45A4,3ci2,3,11,0,9,4,12,7,2,14,12,1,3,1,3,27,1,10,1,7,4,1,3,1,3,1,0,1,3,1,1,1,1,1,27,0.135228026,23.90670551,9.991066449,1.094990314,,16,24,18,28,-247.7729859,
45A4,3e7u,2,10,3,4,2,9,6,1,10,6,1,2,1,2,17,1,8,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,17,0.100441022,14.21594941,9.560868892,0.944949753,,10,16,12,19,-406.7664009,
45A4,3e7u,2,10,3,4,2,10,6,1,10,5,1,1,1,2,18,1,8,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,18,0.100773726,14.23716431,9.894628579,0.959293075,,10,17,12,19,-406.7464025,
45A4,3e7u,2,10,3,4,2,9,7,1,9,6,1,1,1,2,17,1,8,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,17,0.102662734,14.52557071,9.288851853,0.945897586,,10,16,12,19,-406.7188455,
45A4,3wp5,4,11,1,31,4,115,17,4,22,81,2,6,1,13,96,2,12,3,25,50,5,7,4,9,1,1,1,4,2,1,1,2,2,96,0.194123458,59.01592333,13.87753262,1.619545472,,91,107,98,120,-177.6363366,
